city,rank,total_score,life_quality,family_score,cost,internet,fun,air,crime,racism,Education,income,speak_english,walkability,traffic_safety,happiness,nightlife,free_wifi,coworking_places,ac_heating,foreigner frendly,speech_freedom,female_frendly,lgbtq_plus_friendly,startup_score,lat,long,country
Palma Mallorca,422,3.2,4.0,3.0,3776.0,30.0,5.0,30.0,5.0,2.0,4.0,2225.0,3.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,-2.1234818,-79.86252098553652, Ecuador
Utrecht,423,3.2,4.0,4.0,3697.0,40.0,4.0,32.0,5.0,4.0,4.0,3813.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,52.080985600000005,5.12768396945229, Nederland
Hue,424,3.2,3.0,2.0,1014.0,13.0,3.0,32.0,4.0,3.0,2.0,181.0,2.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,3.0,2.0,2.0,16.4638013,107.5821911, Việt Nam
Yogyakarta,425,3.2,3.0,2.0,776.0,9.0,2.0,32.0,5.0,2.0,3.0,298.0,2.0,5.0,2.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,-7.977838399999999,110.36722565020224, Indonesia
Agadir,426,3.2,3.0,2.0,1264.0,8.0,3.0,32.0,4.0,2.0,2.0,245.0,2.0,5.0,2.0,3.0,3.0,2.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,30.4211144,-9.5830626, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب
Luanda,427,3.2,3.0,2.0,1560.0,4.0,4.0,32.0,3.0,2.0,2.0,309.0,3.0,5.0,2.0,2.0,3.0,3.0,5.0,3.0,5.0,3.0,2.0,3.0,2.0,-8.8272699,13.2439512, Angola
Pekanbaru Sumatra,428,3.2,3.0,2.0,759.0,10.0,3.0,35.0,5.0,4.0,3.0,298.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,-0.7746488,100.3245176, Indonesia
Belem,430,3.2,3.0,2.0,1106.0,11.0,4.0,35.0,1.0,4.0,3.0,721.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,3.0,5.0,2.0,31.7043556,35.2061876, Palestinian Territory
Davenport IA,431,3.2,3.0,3.0,2926.0,34.0,3.0,30.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,3.0,5.0,3.0,41.5236436,-90.5776368, United States
Casablanca,432,3.2,3.0,2.0,1768.0,7.0,4.0,154.0,4.0,2.0,2.0,245.0,2.0,5.0,2.0,3.0,5.0,2.0,5.0,3.0,5.0,3.0,2.0,2.0,2.0,33.5950627,-7.6187768, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب
Bandung,433,3.2,3.0,2.0,740.0,9.0,3.0,153.0,5.0,2.0,3.0,298.0,2.0,5.0,2.0,3.0,2.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,-6.9344694,107.6049539, Indonesia
Gainesville FL,434,3.2,3.0,3.0,3250.0,54.0,3.0,41.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,29.6519684,-82.3249846, United States
Yuma AZ,435,3.2,4.0,3.0,2870.0,47.0,3.0,31.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,3.0,32.665135,-114.47603157249804, United States
Bocas del Toro,436,3.2,3.0,3.0,1889.0,10.0,5.0,31.0,2.0,4.0,3.0,1140.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,9.3040623,-82.12848154978464, Panamá
Pasco WA,437,3.2,4.0,4.0,3191.0,40.0,3.0,19.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,46.2306739,-119.0921006, United States
Bedford OH,438,3.2,4.0,3.0,3315.0,51.0,3.0,32.0,4.0,3.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,41.39311,-81.536509, United States
Rochester NY,439,3.2,4.0,3.0,3102.0,39.0,3.0,25.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,4.0,3.0,5.0,3.0,43.157285,-77.615214, United States
Natal,440,3.2,3.0,3.0,751.0,13.0,4.0,25.0,1.0,4.0,3.0,721.0,2.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,4.0,3.0,2.0,5.0,2.0,-5.805398,-35.2080905, Brasil
Tyler TX,441,3.2,4.0,3.0,2905.0,79.0,3.0,36.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,5.0,3.0,32.3512601,-95.3010624, United States
Corpus Christi TX,442,3.2,4.0,3.0,3165.0,53.0,3.0,32.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,5.0,3.0,27.7951482,-97.3942053, United States
Asheville NC,443,3.2,4.0,4.0,3414.0,43.0,3.0,32.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,35.6009498,-82.5540161, United States
Dothan AL,444,3.2,3.0,3.0,2887.0,36.0,3.0,33.0,4.0,3.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,3.0,5.0,3.0,31.2237434,-85.3933906, United States
Mataram Lombok,445,3.2,3.0,2.0,837.0,9.0,2.0,33.0,5.0,2.0,3.0,298.0,2.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,-8.5837726,116.10685, Indonesia
Wichita KS,446,3.2,3.0,3.0,2975.0,46.0,3.0,61.0,4.0,3.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,37.6922361,-97.3375448, United States
Guelph,447,3.2,4.0,3.0,3057.0,23.0,3.0,26.0,4.0,3.0,4.0,3513.0,5.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,5.0,3.0,43.5460516,-80.2493276, Canada
Spokane WA,448,3.2,3.0,3.0,3072.0,48.0,3.0,15.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,47.6571934,-117.4235106, United States
Durban,449,3.2,3.0,3.0,2039.0,12.0,3.0,51.0,1.0,3.0,3.0,425.0,4.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,4.0,3.0,5.0,3.0,-29.861825,31.009909, South Africa
Richmond VA,451,3.2,4.0,4.0,3177.0,69.0,2.0,25.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,-32.8652,151.5012, Australia
Springfield IL,452,3.2,3.0,3.0,2901.0,56.0,3.0,34.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,2.0,5.0,3.0,39.7990175,-89.6439575, United States
Cape Coral FL,453,3.2,4.0,3.0,3271.0,39.0,3.0,30.0,4.0,4.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,26.6059432,-81.9806771, United States
Eugene OR,454,3.2,4.0,3.0,3025.0,43.0,3.0,23.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,44.0505054,-123.0950506, United States
Graz,455,3.2,4.0,3.0,2789.0,28.0,3.0,11.0,5.0,3.0,4.0,3738.0,4.0,5.0,3.0,4.0,3.0,3.0,5.0,2.0,5.0,5.0,5.0,5.0,3.0,47.0708678,15.4382786, Österreich
Cambridge,456,3.2,4.0,3.0,3307.0,26.0,2.0,31.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,2.0,2.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,52.2055314,0.1186637, United Kingdom
Oklahoma City OK,457,3.2,3.0,3.0,2859.0,55.0,2.0,35.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,2.0,5.0,3.0,35.4729886,-97.5170536, United States
Ibadan,458,3.2,3.0,2.0,1303.0,4.0,2.0,35.0,3.0,4.0,2.0,181.0,3.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,7.3777462,3.8972497, Nigeria
Lake Tahoe CA,459,3.2,3.0,3.0,5468.0,32.0,4.0,14.0,4.0,3.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,5.0,3.0,39.08854049999999,-120.05035277301698, United States
Makassar,460,3.2,3.0,2.0,721.0,8.0,3.0,14.0,5.0,2.0,3.0,298.0,2.0,5.0,2.0,3.0,3.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,-5.1342962,119.4124282, Indonesia
Tijuana,461,3.2,3.0,3.0,1106.0,12.0,5.0,14.0,2.0,3.0,3.0,704.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,5.0,2.0,32.5010188,-116.964662, México
Kosice,462,3.2,3.0,3.0,1559.0,28.0,4.0,51.0,5.0,3.0,4.0,1374.0,3.0,5.0,3.0,4.0,2.0,3.0,5.0,3.0,3.0,5.0,4.0,2.0,3.0,48.7172272,21.2496774, Slovensko
Santo Domingo,463,3.2,3.0,2.0,1549.0,10.0,5.0,51.0,2.0,4.0,3.0,560.0,2.0,5.0,2.0,3.0,3.0,2.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,18.4801972,-69.942111, República Dominicana
Pensacola FL,464,3.2,3.0,3.0,3163.0,43.0,3.0,34.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,5.0,3.0,30.421309,-87.2169149, United States
Oregon City OR,465,3.2,4.0,4.0,3229.0,61.0,3.0,21.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,5.0,3.0,45.3573429,-122.6067583, United States
Oulu,466,3.2,4.0,4.0,2688.0,27.0,2.0,54.0,4.0,4.0,4.0,3612.0,4.0,5.0,3.0,5.0,2.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,65.0118734,25.4716809, Suomi / Finland
Banff,467,3.2,4.0,4.0,3348.0,48.0,3.0,54.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,51.1777781,-115.5682504, Canada
Fukuoka,468,3.2,4.0,3.0,2454.0,32.0,5.0,57.0,5.0,3.0,4.0,3220.0,2.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,2.0,4.0,4.0,3.0,2.0,33.6251241,130.6180016, 日本
Beacon NY,469,3.2,3.0,3.0,3198.0,32.0,3.0,19.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,3.0,41.504879,-73.9696822, United States
Bandar Seri Begawan,470,3.2,3.0,2.0,1203.0,4.0,2.0,19.0,5.0,2.0,3.0,2245.0,2.0,3.0,3.0,4.0,2.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,4.8895453,114.9417574, Brunei
Bethlehem PA,471,3.2,3.0,3.0,3095.0,55.0,3.0,35.0,4.0,3.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,-1.45056,-48.4682453, Brasil
Hoover AL,472,3.2,4.0,3.0,3161.0,42.0,3.0,31.0,4.0,3.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,5.0,3.0,40.2336347,-76.8245353, United States
Kaunas,473,3.2,3.0,3.0,2012.0,45.0,3.0,54.0,3.0,4.0,4.0,1226.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,2.0,3.0,54.8982139,23.9044817, Lietuva
Bloomington IN,474,3.2,3.0,3.0,3191.0,57.0,3.0,34.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,2.0,5.0,3.0,4.0,4.0,3.0,5.0,3.0,39.1670396,-86.5342881, United States
Reykjavik,475,3.2,4.0,4.0,4417.0,27.0,3.0,57.0,5.0,5.0,4.0,5081.0,4.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,64.145981,-21.9422367, Ísland
Waterloo IA,476,3.0,4.0,4.0,3852.0,48.0,3.0,26.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,42.4979693,-92.3329637, United States
Longview TX,477,3.2,3.0,3.0,3150.0,38.0,3.0,16.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,32.5007031,-94.74049, United States
Park City UT,478,3.2,3.0,3.0,3101.0,45.0,3.0,25.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,3.0,40.6460635,-111.4979741, United States
Tampere,479,3.2,4.0,3.0,3325.0,30.0,4.0,24.0,4.0,4.0,4.0,3612.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,61.4980214,23.7603118, Suomi / Finland
Cavtat,480,3.2,3.0,3.0,2315.0,18.0,4.0,24.0,5.0,3.0,4.0,1013.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,42.5814314,18.2177461, Hrvatska
Tirupur,481,3.2,3.0,2.0,683.0,12.0,2.0,72.0,4.0,3.0,2.0,142.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,11.127834,77.3415747, India
Grenoble,482,3.2,4.0,3.0,2974.0,27.0,3.0,32.0,4.0,3.0,4.0,3069.0,3.0,5.0,3.0,4.0,2.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,45.1875602,5.7357819, France
The Hague,483,3.2,4.0,4.0,3622.0,31.0,4.0,31.0,5.0,4.0,4.0,3813.0,5.0,5.0,3.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,52.0799838,4.3113461, Nederland
Bossier City LA,484,3.2,3.0,3.0,2764.0,82.0,3.0,35.0,4.0,3.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,5.0,4.0,2.0,5.0,3.0,32.5369356,-93.6952689, United States
Udon Thani,486,3.2,3.0,2.0,875.0,20.0,2.0,35.0,4.0,2.0,3.0,493.0,2.0,2.0,2.0,4.0,2.0,2.0,5.0,2.0,4.0,3.0,2.0,4.0,2.0,17.5211917,102.6680012, ประเทศไทย
North Little Rock AR,487,3.1,4.0,3.0,2973.0,41.0,3.0,37.0,4.0,4.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,4.0,2.0,5.0,3.0,34.769536,-92.2670941, United States
Johor Bahru,488,3.1,3.0,3.0,995.0,17.0,2.0,55.0,4.0,4.0,3.0,792.0,3.0,5.0,2.0,4.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,1.4728119,103.7642651, Malaysia
La Paz,489,3.1,3.0,2.0,947.0,6.0,3.0,165.0,2.0,4.0,3.0,259.0,2.0,2.0,2.0,3.0,3.0,2.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,-16.4955455,-68.1336229, Bolivia
Thiruvananthapuram,490,3.1,3.0,2.0,904.0,7.0,3.0,60.0,4.0,3.0,2.0,142.0,3.0,3.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,8.5241122,76.9360573, India
Jena,491,3.1,4.0,3.0,2553.0,32.0,3.0,60.0,5.0,4.0,4.0,3538.0,4.0,5.0,3.0,4.0,2.0,2.0,3.0,2.0,4.0,5.0,5.0,5.0,3.0,50.9281717,11.5879359, Deutschland
Chiang Rai,492,3.1,3.0,2.0,1029.0,24.0,2.0,57.0,4.0,3.0,3.0,493.0,2.0,5.0,2.0,4.0,3.0,3.0,5.0,3.0,5.0,3.0,3.0,2.0,2.0,19.7589517,99.6734592, ประเทศไทย
Coimbatore,493,3.1,3.0,2.0,1127.0,10.0,3.0,95.0,4.0,2.0,2.0,142.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,11.0018115,76.9628425, India
Topeka KS,494,3.1,3.0,3.0,3075.0,41.0,3.0,36.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,39.049011,-95.677556, United States
Manchester NH,495,3.3,4.0,4.0,3155.0,26.0,4.0,33.0,5.0,5.0,4.0,3354.0,5.0,5.0,3.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,42.9956397,-71.4547891, United States
Kathmandu,496,3.1,3.0,3.0,613.0,8.0,5.0,86.0,4.0,5.0,2.0,60.0,3.0,5.0,2.0,2.0,2.0,4.0,5.0,2.0,5.0,3.0,3.0,3.0,3.0,27.708317,85.3205817, नेपाल
Luxor,497,3.1,3.0,2.0,741.0,7.0,4.0,86.0,4.0,3.0,3.0,235.0,2.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,25.702096,32.647186, مصر
Tunis,498,3.1,3.0,2.0,1112.0,5.0,5.0,23.0,4.0,3.0,3.0,305.0,2.0,5.0,2.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,33.8439408,9.400138, تونس
Cartagena,499,3.1,3.0,2.0,1376.0,11.0,5.0,23.0,1.0,2.0,3.0,484.0,2.0,5.0,2.0,4.0,4.0,3.0,5.0,2.0,5.0,3.0,2.0,5.0,2.0,37.6019353,-0.9841152, España
Medan Sumatra,500,3.1,3.0,2.0,887.0,9.0,3.0,23.0,5.0,2.0,3.0,298.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,3.5896654,98.6738261, Indonesia
Belo Horizonte,501,3.1,3.0,3.0,832.0,13.0,2.0,23.0,1.0,4.0,3.0,721.0,2.0,5.0,2.0,4.0,3.0,2.0,5.0,2.0,4.0,3.0,2.0,5.0,2.0,-19.9227318,-43.9450948, Brasil
San Luis Potosi,502,3.1,3.0,2.0,1085.0,11.0,2.0,23.0,2.0,3.0,3.0,704.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,2.0,3.0,2.0,2.0,5.0,2.0,22.5000001,-100.4949145, México
Bar,503,3.1,3.0,3.0,1773.0,24.0,3.0,84.0,4.0,3.0,4.0,580.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0,3.0,2.0,3.0,2.0,48.4088704,7.4492808, France
Oslo,504,3.1,4.0,4.0,4708.0,47.0,4.0,18.0,5.0,4.0,5.0,5885.0,4.0,2.0,3.0,5.0,3.0,3.0,5.0,2.0,4.0,5.0,4.0,5.0,3.0,59.9133301,10.7389701, Norge
Thrissur,505,3.1,3.0,2.0,1056.0,8.0,4.0,18.0,4.0,3.0,2.0,142.0,3.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,2.0,2.0,10.5256264,76.2132542, India
Kolkata,506,3.1,3.0,2.0,714.0,10.0,3.0,85.0,4.0,2.0,2.0,142.0,2.0,5.0,2.0,2.0,2.0,2.0,5.0,2.0,4.0,3.0,3.0,2.0,2.0,22.5414185,88.35769124388872, India
Fes,507,3.1,3.0,2.0,1742.0,8.0,4.0,112.0,4.0,4.0,2.0,245.0,2.0,5.0,2.0,3.0,2.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,34.0346534,-5.0161926, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب
Pokhara,508,3.1,3.0,3.0,641.0,8.0,5.0,40.0,4.0,4.0,2.0,60.0,3.0,5.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,28.209538,83.991402, नेपाल
San Juan del Sur,509,3.1,3.0,2.0,1420.0,9.0,4.0,40.0,2.0,2.0,2.0,179.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,3.0,3.0,2.0,11.2536716,-85.8709492, Nicaragua
Uberlandia,510,3.1,3.0,3.0,995.0,13.0,2.0,40.0,1.0,3.0,3.0,721.0,2.0,5.0,2.0,4.0,3.0,2.0,5.0,2.0,3.0,3.0,2.0,5.0,2.0,-18.9188041,-48.2767837, Brasil
Casper WY,511,3.1,3.0,3.0,3281.0,43.0,3.0,40.0,4.0,5.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,5.0,3.0,39.4632037,-75.7079641, United States
Greensboro NC,512,3.1,3.0,3.0,2898.0,47.0,3.0,32.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,36.0726355,-79.7919754, United States
Charleston SC,513,3.1,4.0,4.0,3554.0,35.0,3.0,33.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,2.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,32.7876012,-79.9402728, United States
San Pedro de Atacama,514,3.1,3.0,3.0,1873.0,19.0,2.0,33.0,4.0,4.0,4.0,1150.0,2.0,5.0,3.0,4.0,3.0,2.0,4.0,5.0,4.0,4.0,2.0,2.0,2.0,-22.910832,-68.2001376, Chile
Grand Island NE,515,3.1,3.0,3.0,3258.0,50.0,3.0,24.0,4.0,5.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,40.924271,-98.338685, United States
Liberia,516,3.1,3.0,3.0,1271.0,9.0,3.0,24.0,2.0,2.0,3.0,985.0,2.0,3.0,3.0,5.0,3.0,4.0,2.0,2.0,4.0,5.0,2.0,5.0,2.0,5.7499721,-9.3658524, Liberia
Benin City,517,3.1,3.0,2.0,1390.0,4.0,2.0,24.0,3.0,3.0,2.0,181.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,6.3330586,5.6221058, Nigeria
Almere,518,3.1,4.0,4.0,3314.0,73.0,3.0,7.0,5.0,4.0,4.0,3813.0,5.0,5.0,3.0,5.0,3.0,4.0,2.0,2.0,3.0,5.0,4.0,5.0,3.0,52.3657098,5.2210432, Nederland
Rogers AR,519,3.1,3.0,3.0,3037.0,48.0,3.0,40.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,36.3320197,-94.1185366, United States
Aurora IL,520,3.1,4.0,3.0,3256.0,58.0,3.0,25.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,5.0,3.0,41.7571701,-88.3147539, United States
Nanaimo,521,3.1,4.0,4.0,3228.0,25.0,2.0,15.0,4.0,5.0,4.0,3513.0,5.0,5.0,3.0,5.0,2.0,4.0,5.0,3.0,3.0,5.0,5.0,5.0,3.0,49.163877,-123.938122, Canada
Lethbridge,522,3.1,4.0,4.0,3663.0,25.0,5.0,22.0,4.0,5.0,4.0,3513.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,49.694285,-112.851562, Canada
Colorado Springs CO,523,3.1,3.0,3.0,3456.0,38.0,3.0,22.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,5.0,3.0,38.8339578,-104.8253485, United States
Sheffield,524,3.1,4.0,3.0,3448.0,23.0,3.0,30.0,5.0,3.0,4.0,3354.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,53.3806626,-1.4702278, United Kingdom
Fayetteville NC,525,3.1,4.0,4.0,2905.0,43.0,3.0,31.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,5.0,5.0,3.0,35.0525759,-78.878292, United States
Duluth MN,526,3.1,3.0,3.0,3285.0,35.0,3.0,30.0,4.0,4.0,4.0,4817.0,5.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,3.0,46.7729322,-92.1251218, United States
Brazzaville,527,3.1,3.0,2.0,1524.0,0.0,2.0,30.0,2.0,2.0,2.0,126.0,3.0,5.0,2.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,-4.2694407,15.2712256, Congo
Tallahassee FL,528,3.1,3.0,3.0,2835.0,50.0,3.0,37.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,5.0,3.0,30.4380832,-84.2809332, United States
Santa Rosa CA,529,3.1,3.0,3.0,3080.0,41.0,3.0,22.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,5.0,3.0,38.4404925,-122.7141049, United States
Malacca,530,3.1,3.0,3.0,1169.0,18.0,3.0,40.0,4.0,2.0,3.0,792.0,3.0,5.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.3293744,102.2880962, Malaysia
Ao Nang,531,3.1,3.0,2.0,1326.0,20.0,3.0,42.0,4.0,2.0,3.0,493.0,2.0,3.0,2.0,4.0,2.0,2.0,5.0,2.0,4.0,3.0,3.0,2.0,2.0,8.034499199999999,98.81788050252146, ประเทศไทย
Caye Caulker,532,3.1,3.0,3.0,2729.0,19.0,4.0,42.0,1.0,2.0,3.0,395.0,5.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,17.7395201,-88.03365155356477, Belize
Henderson NV,534,3.1,4.0,3.0,3168.0,56.0,3.0,23.0,4.0,4.0,4.0,4817.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,2.0,5.0,3.0,36.0301134,-114.9826194, United States
Grand Rapids MI,535,3.1,4.0,3.0,3720.0,59.0,3.0,32.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,2.0,5.0,3.0,42.9632405,-85.6678639, United States
Santa Maria CA,536,3.1,4.0,3.0,3186.0,73.0,3.0,27.0,4.0,4.0,4.0,4817.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,34.9531295,-120.4358577, United States
